 72149 1507.28  306.86 19.833  2.094 17.739  85   1 0.055 3174   4 0.032
 72152 1398.63  314.65 19.904  2.947 16.957  86   0 0.049 3214   2 0.016
 72153 1482.30  312.62 19.568  1.958 17.610  88   0 0.071 3202   5 0.047
 72156 1640.47  315.53 20.568  3.191 17.377  87   1 0.122 3211   8 0.021
 72157 1452.55  317.81 20.236  3.061 17.175  87   0 0.083 3222   6 0.017
 72161 1550.27  320.92 21.238  3.586 17.652  85   0 0.224 3232   4 0.026
 72163 1358.16  330.32 20.382  3.158 17.224  86   0 0.092 3259   8 0.020
 72164 1608.96  330.59 19.899  2.971 16.928  88   0 0.076 3262   9 0.015
 72165 1617.64  329.79 19.314  1.863 17.450  87   0 0.044 3256   9 0.022
 72166 1376.74  331.09 99.999  9.999 17.755   0   0 9.999 3170   0 0.282
 72167 1552.89  331.30 19.188  1.853 17.335  87   0 0.039 3263   7 0.020
 72168 1481.88  332.63 19.886  2.635 17.251  89   0 0.110 3269   6 0.037
 72170 1604.96  333.70 20.907  3.313 17.594  87   0 0.166 3263  11 0.027
 72171 1560.79  337.43 20.110  3.135 16.975  86   0 0.073 3270   8 0.017
 72172 1545.27  338.75 20.196  2.752 17.444  87   0 0.084 3272   8 0.023
 72174 1491.89  340.88 21.145  3.337 17.809  84   1 0.177 3280   2 0.033
 72175 1519.81  342.73 19.743  2.864 16.878  87   0 0.049 3279   8 0.014
 72176 1614.59  341.87 18.459  1.543 16.917  89   0 0.025 3275  11 0.014
 72177 1576.15  343.22 20.750  3.231 17.519  88   0 0.129 3280   7 0.036
 72180 1477.83  344.93 20.725  3.026 17.698  87   0 0.166 3281   3 0.030
 72181 1599.60  346.90 20.395  3.236 17.159  86   0 0.101 3281   5 0.018
 72182 1403.19  349.52 19.756  2.850 16.906  88   0 0.056 3284  10 0.017
 72183 1535.02  347.95 20.901  3.282 17.619  86   0 0.132 3280   4 0.025
 72184 1559.39  347.93 20.536  3.139 17.398  86   0 0.122 3276   9 0.023
 72187 1351.69  353.22 20.308  3.422 16.886  84   1 0.084 3295   2 0.014
 72189 1553.81  356.50 19.209  2.282 16.927  87   1 0.030 3295   5 0.015
 72193 1596.62  360.64 99.999  9.999 17.286   0   0 9.999 3293   7 0.020
 72194 1572.84  361.66 20.580  3.180 17.399  85   1 0.131 3289   9 0.021
 72195 1394.16  362.91 19.414  1.860 17.554  86   1 0.039 3292   3 0.025
 72198 1380.25  369.58 19.439  2.642 16.797  87   0 0.046 3294   9 0.014
 72199 1531.47  371.50 20.159  3.080 17.079  86   1 0.069 3290   8 0.017
 72201 1364.99  372.46 19.213  2.070 17.143  87   0 0.034 3294   9 0.018
 72202 1442.89  372.68 20.784  3.170 17.613  87   0 0.151 3287  10 0.026
 72203 1372.89  372.37 20.489  2.720 17.769  85   0 0.108 3297   5 0.035
 72204 1523.21  372.81 19.733  2.054 17.679  86   1 0.053 3290   7 0.026
 72205 1357.07  378.84 20.228  3.065 17.163  86   0 0.087 3295   7 0.019
 72206 1378.95  378.84 19.399  2.553 16.846  87   0 0.036 3296  10 0.019
 72207 1428.16  378.02 20.425  2.855 17.570  86   0 0.102 3290  10 0.027
 72209 1447.24  381.72 19.951  2.896 17.055  87   0 0.075 3296   6 0.017
 72210 1456.89  380.40 20.406  2.997 17.409  86   1 0.092 3295   3 0.022
 72211 1407.44  381.83 20.692  3.252 17.440  87   0 0.137 3296   7 0.024
 72212 1417.37  381.42 20.740  3.164 17.577  85   1 0.132 3293   5 0.026
 72213 1533.13  380.87 20.366  2.803 17.563  84   2 0.083 3294   5 0.026
 72214 1549.32  381.91 20.452  3.141 17.312  86   0 0.100 3295   5 0.020
 72215 1594.41  383.47 20.366  3.156 17.210  84   0 0.081 3289  14 0.020
 72216 1605.74  386.68 20.376  3.007 17.368  89   0 0.093 3296   5 0.022
 72218 1615.72  391.34 20.198  3.279 16.919  87   0 0.064 3295   8 0.015
 72221 1551.96  394.80 20.394  3.291 17.103  86   1 0.086 3291   8 0.017
 72222 1381.62  397.27 20.606  3.002 17.603  87   0 0.128 3298   5 0.029
 72225 1408.21  402.99 19.332  1.665 17.666  89   0 0.051 3296   4 0.027
 72226 1509.42  407.56 20.359  3.279 17.080  85   1 0.083 3293   8 0.017
 72229 1438.86  411.49 19.284  2.135 17.149  88   0 0.080 3303   3 0.042
 72230 1542.70  413.11 20.789  3.220 17.568  85   0 0.133 3294   6 0.025
 72231 1368.06  410.56 99.999  9.999 18.695   0   0 9.999 3293   2 0.124
 72232 1413.79  415.75 20.780  3.197 17.583  83   1 0.119 3292   6 0.025
 72233 1337.53  419.17 19.953  2.853 17.099  88   0 0.083 3295   5 0.018
 72234 1425.87  422.07 20.287  2.792 17.495  85   1 0.090 3296   7 0.029
 72236 1455.53  426.14 99.999  9.999 17.048   0   0 9.999 3301   5 0.025
 72237 1546.66  427.06 19.716  2.599 17.117  86   0 0.056 3293   4 0.016
 72238 1606.07  426.44 20.537  3.123 17.414  86   0 0.109 3293   4 0.022
 72239 1576.53  428.03 20.716  3.552 17.163  84   0 0.098 3295   8 0.017
 72240 1368.86  432.26 19.390  1.873 17.518  86   1 0.035 3293   9 0.025
 72241 1412.30  437.03 20.709  3.477 17.232  88   0 0.122 3292   7 0.018
 72242 1437.22  437.14 20.716  3.471 17.245  87   0 0.148 3295   8 0.020
 72243 1648.63  440.62 19.391  2.013 17.377  87   0 0.037 3291   7 0.022
 72244 1581.00  441.18 20.912  3.289 17.623  85   1 0.125 3292   5 0.025
